Song,Artist,Album,Cover,Duration,Bitrate,Popularity,MV Link,Paid,Release Date
情已逝,张学友,Jacky Cheung 15,http://p1.music.126.net/duaeer25Hj6JgM0IV_l-EA==/109951167491198275.jpg,4:41,843 kbps,100,,是,2000-01-01
流浪花,吕方,流浪花,http://p2.music.126.net/Ez-NBAvtgRkLfp1W9QhnwQ==/109951165025388087.jpg,5:00,898 kbps,100,,是,1994-01-01
DARK CHARIOT (Instrumental),孔祥东 / Peer Raben,繁花 The Original Music & Soundtrack of Blossoms Shanghai,http://p2.music.126.net/bOYqzytDW7RIrjrjoFsE3Q==/109951169694361594.jpg,1:17,594 kbps,25,,是,2024-06-21
Fly Me To The Moon(In Other Words),宇多田ヒカル,Beautiful World / Kiss & Cry,http://p2.music.126.net/0dD1op9wHdWIdO6gk1OQlQ==/18298072510006687.jpg,3:25,893 kbps,95,,是,2007-08-29
HITMYLINE,John Concepcion / Vinsint,HITMYLINE,http://p1.music.126.net/jXQsUXVVpIvAtkR7iTDmgQ==/109951168633535776.jpg,3:20,1603 kbps,95,,是,2019-04-12
double take,Dhruv,double take,http://p2.music.126.net/Zr5aYqVwZnqzoZmnE_Ptzg==/109951166964637586.jpg,2:51,1460 kbps,100,https://music.163.com/mv?id=14497316,是,2019-05-24
遙かなる夢に,Beyond,くちびるを奪いたい,http://p1.music.126.net/avu1QOMn_oimR3O1UMpRUw==/109951170514287288.jpg,5:26,2473 kbps,70,,否,1993-06-01
THE WINNER,松原みき,機動戦士ガンダム0083 STARDUST MEMORY ORIGINAL SOUNDTRACK BOX,http://p2.music.126.net/gy3rhgInk8xjxAn22Nf_nw==/3121513511329676.jpg,4:07,996 kbps,90,,否,2006-01-25
LOVE PHANTOM,B'z,LOVE PHANTOM,http://p1.music.126.net/WtLkmfk1U48D_9EtU5i28Q==/109951169566791723.jpg,4:37,1054 kbps,80,,是,1995-10-11
少女の頃に戻ったみたいに,ZARD,永遠,http://p1.music.126.net/Mr9KWEN-TGwhlWDQ4u2o2A==/109951170517284284.jpg,5:42,967 kbps,85,https://music.163.com/mv?id=5326084,是,1999-02-17
Shouted Serenade,LiSA,Shouted Serenade,http://p2.music.126.net/vJSN0ew1TjodgCyevrgn1g==/109951169461499339.jpg,3:53,1172 kbps,60,https://music.163.com/mv?id=14713422,是,2024-04-06
Houdini,Eminem,Houdini,http://p1.music.126.net/G5u-mFhvcx9rSeejFk7ucw==/109951169641973067.jpg,3:47,983 kbps,95,https://music.163.com/mv?id=14726352,是,2024-05-31
もう一度キスしたかった,B'z,"B'z The Best ""Treasure""",http://p1.music.126.net/JJyWUAm2OZvaK96AOE5T6w==/109951169566817550.jpg,4:36,991 kbps,85,,是,1998-09-20
美丽的神话,孙楠 / 韩红,忘不了你,http://p2.music.126.net/2iR2bKcbH27H8jLvuLcnjA==/109951167257126821.jpg,4:52,939 kbps,100,https://music.163.com/mv?id=5293430,是,2005-09-01
Summertime,BLU-SWING,Panorama,http://p1.music.126.net/zPKQ4R9Uq3HKjuag--LLcw==/109951169629789032.jpg,4:16,951 kbps,65,,是,未知日期
Zurkhen Helbert Boroo,The GALTMAH,Zurhen Helbert Boroo,http://p2.music.126.net/232CCnSja4AllpLozuBxYA==/109951166340958754.jpg,3:52,1630 kbps,100,https://music.163.com/mv?id=14647882,是,2021-07-08
无间道,任贤齐 / 梁汉文,无间道,http://p2.music.126.net/5Ue_LKViP0DA47c0Y8GB4Q==/109951167204606052.jpg,3:19,889 kbps,90,,是,2017-04-04
遥かなる梦に,Beyond,遥かなる梦 Beyond 1992-1995,http://p1.music.126.net/9x-3SwErafms6thylTWIIg==/109951169581342363.jpg,5:23,845 kbps,65,https://music.163.com/mv?id=5436433,否,1995-05-01
We Won't Be Alone,Feint / Laura Brehm,We Won't Be Alone,http://p2.music.126.net/usvnATjskZvNBaxXeBOPCg==/109951163640415412.jpg,3:54,989 kbps,100,,是,2015-09-18
"The Good, the Bad and the Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",Ennio Morricone,"The Good, The Bad and The Ugly (Original Motion Picture Soundtrack) (Remastered Edition)",http://p1.music.126.net/DtACzrpQ7uCT8wuJBYBBMw==/109951163398650294.jpg,2:42,841 kbps,95,,是,2004-05-18
RAGE OF DUST,SPYAIR,RAGE OF DUST (初回限定盤),http://p1.music.126.net/CyVBP8kCKvm_12SfiZlq7g==/18831335650171546.jpg,3:22,1778 kbps,100,https://music.163.com/mv?id=14425709,是,2016-11-09
フリージア,Uru,フリージア,http://p2.music.126.net/utkgcHVii9EdXyWxCHmvfw==/109951165050645409.jpg,5:36,1663 kbps,100,https://music.163.com/mv?id=10951209,是,2018-12-05
フリイジア,雨宮天,フリイジア,http://p1.music.126.net/_NkRQ1N44sm-JBvf4g2aJw==/109951166153012699.jpg,4:13,1665 kbps,50,,是,2021-07-11
偏爱,邓丽欣 / 吴雨霏,情意结,http://p2.music.126.net/JnzKdsMQc38nBgPl8FOOrA==/6636652185330344.jpg,3:26,898 kbps,95,,是,2007-02-02
如风,王菲,菲主打,http://p1.music.126.net/zVBLrprsjdhvm-dhBjx5bg==/109951166194474733.jpg,4:30,1561 kbps,35,https://music.163.com/mv?id=132990,是,1998-08-08
yet.,SennaRin,S9aiR (Complete Edition),http://p1.music.126.net/Q97tQ29iYX1TSmJ_sOAV_g==/109951169053749107.jpg,4:36,1575 kbps,85,,是,2023-11-29
Kiss Goodbye,王力宏,2006 KTV点唱精选国语总排行,http://p1.music.126.net/3Hd-RN-PXjn0oz62_4Bzdg==/109951165671153883.jpg,4:21,860 kbps,60,,是,2006-12-11
"Welcome Home, Son (Remastered)",Radical Face,Ghost (Anniversary Edition),http://p2.music.126.net/rq8q6U_Zw8S8WPZSZjhR8g==/109951170090686180.jpg,4:46,864 kbps,100,,是,2021-02-28
向阳花,谢天笑,X.T.X,http://p1.music.126.net/MV4x1buHOJm3YF81BPaXVQ==/109951165434822554.jpg,5:23,873 kbps,100,,是,2005-03-01
无人熟识的彼个人(He's Familiar To No One),萧煌奇,上水的花,http://p2.music.126.net/3ovhjMtDBgwMg86g_GtShA==/109951164084481942.jpg,4:48,884 kbps,85,,是,2014-05-08
交织千个心,Beyond,真的见证,http://p1.music.126.net/XtVSFv39lkPIyz3MIh1s9Q==/109951170476806956.jpg,5:46,943 kbps,95,,是,1989-01-01
遥かなる梦に〜Far away〜 (OT：海阔天空),Beyond,海阔天空,http://p1.music.126.net/iAwVf8ag_45csIUuh1wSZg==/109951168912558470.jpg,5:22,827 kbps,90,https://music.163.com/mv?id=5436433,是,1993-09-01
Survivor,BLUE ENCOUNT,Survivor,http://p2.music.126.net/LTdMFrHzhzzbMVG3upqC6g==/109951169240408599.jpg,3:41,1142 kbps,85,https://music.163.com/mv?id=5299321,是,2016-03-09
三个人的晚餐,王若琳,为爱做的一切,http://p1.music.126.net/vpkPKxe6Ioe1hBM9GEs-iw==/109951165958788637.jpg,4:31,1527 kbps,100,,是,2011-09-23
是否我真的一无所有,王杰,是否我真的一无所有,http://p1.music.126.net/sprjlxNMgWW6U1EZT8T-cg==/109951163638369727.jpg,4:27,1561 kbps,100,,是,1989-01-01
别怕我伤心,张信哲,永恒金曲 影音典藏精选,http://p1.music.126.net/3KEnCtf_DNhprllGVGRelg==/109951167784456616.jpg,4:47,713 kbps,100,,是,2014-07-04
如果这都不算爱,伍佰 & China Blue,诗情摇滚,http://p1.music.126.net/oNSxfvY1AQCBiDKiy0IxIA==/109951165991977474.jpg,4:36,1411 kbps,100,,是,2009-12-18
西湖 (Live),痛仰乐队,乐队的夏天 第9期,http://p1.music.126.net/loz3JfW5FQm6GTF_4qSwFA==/109951168830074161.jpg,4:14,964 kbps,95,,是,未知日期
再见杰克 (Live),痛仰乐队,乐队的夏天 第2期,http://p2.music.126.net/jmEjvbfm41en8QEKVjskSQ==/109951168830072105.jpg,4:52,946 kbps,95,,是,未知日期
You got game?,KIMERU,テニスの王子様 THE PRINCE OF TENNIS op.The Best Hits ed.Since 2001,http://p2.music.126.net/tRDZxnRuttL5McF9mjI0KA==/109951163986687815.jpg,5:36,1107 kbps,65,,否,2002-10-02
Dream Believer,真崎修,Dream Believer/LITTLE SKY,http://p2.music.126.net/-4DF4KDJeudFzVuZDNKjgg==/109951163988792947.jpg,3:41,1059 kbps,35,,否,2005-03-24
まどろみの約束,佐藤聡美 / 茅野愛衣,まどろみの約束,http://p1.music.126.net/Rga1eDFICLsyvGqiVDp-oA==/109951163363908304.jpg,4:27,1078 kbps,95,,是,2012-05-23
優しさの理由,ChouCho,優しさの理由,http://p1.music.126.net/Asu2_uqMi8hu_Ro8cbKOTA==/109951169642450108.jpg,4:15,1056 kbps,90,,是,2012-05-02
西西里舞曲,马新桦 / 冯丹 / 瑞鸣音乐,玫瑰三愿,http://p1.music.126.net/QLxLD4FgD1nxXafRncuM2A==/18760966905847609.jpg,3:21,608 kbps,80,,是,2009-01-09
枫叶,伍佰 & China Blue,爱你伍佰年,http://p2.music.126.net/obqsKxAiHB4d2UC5hB2Y_A==/109951163346522299.jpg,6:11,998 kbps,100,https://music.163.com/mv?id=10929751,是,2004-05-27
公路之歌 (Live),痛仰乐队,乐队的夏天 第11期,http://p2.music.126.net/7j0SC5vd7fuGKo-rBuE-2A==/109951168830073301.jpg,5:07,896 kbps,95,,是,未知日期
救赎之旅,许巍,许巍此时此刻巡回演唱会DVD,http://p1.music.126.net/0RlEIMxgLK-B3fs731203A==/109951167608373879.jpg,12:30,949 kbps,65,https://music.163.com/mv?id=14541488,是,未知日期
我们,许巍,许巍此时此刻巡回演唱会DVD,http://p1.music.126.net/0RlEIMxgLK-B3fs731203A==/109951167608373879.jpg,5:04,895 kbps,95,https://music.163.com/mv?id=14542327,是,未知日期
会过去的 (Live),许志安 / 车婉婉,Concert YY 黄伟文作品展 演唱会,http://p1.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,4:44,942 kbps,70,https://music.163.com/mv?id=397127,是,2012-10-03
在别处,许巍,许巍此时此刻巡回演唱会DVD,http://p1.music.126.net/0RlEIMxgLK-B3fs731203A==/109951167608373879.jpg,6:59,980 kbps,50,https://music.163.com/mv?id=14541187,是,未知日期
Opening&空谷幽兰(Live),许巍,此时此刻演唱会 LIVE纪录辑,http://p1.music.126.net/VdH_sEpXERt8_9dB7OiaVQ==/6671836557873593.jpg,7:01,882 kbps,65,,是,2014-09-15
绝对空虚,蔡枫华,绝对空虚,http://p1.music.126.net/QW53bkUJZK4seRgctV6TdQ==/61572651156173.jpg,4:11,889 kbps,80,https://music.163.com/mv?id=14551807,是,1985-12-01
空谷幽兰,许巍,此时此刻,http://p2.music.126.net/v0kFX0jaRLHHQcZHkpFFLQ==/109951166562841180.jpg,5:56,819 kbps,100,,是,2012-12-10
碌卡,陈奕迅,...3mm,http://p1.music.126.net/JR-EYm7IAvaH7FYWVo5T9A==/18913799021152505.jpg,3:36,958 kbps,100,https://music.163.com/mv?id=5150,是,2012-01-01
偏心,张国荣,LESLIE,http://p1.music.126.net/vcM2JTEshzk7DICQhPNyjA==/109951170522571696.jpg,3:45,890 kbps,75,https://music.163.com/mv?id=5326352,是,1989-01-01
不许你注定一人,Dear Jane,Stand Up,http://p1.music.126.net/JVVej0CzaYLVFCcPh8NxWw==/109951164084486861.jpg,5:03,1001 kbps,100,https://music.163.com/mv?id=5365008,是,2014-03-04
人类不宜飞行,Dear Jane,人类不宜飞行,http://p1.music.126.net/eQWAA5kBpQJrmBvgvQW9SQ==/109951166283450815.jpg,3:57,1107 kbps,100,https://music.163.com/mv?id=14313692,是,2021-08-17
幻影,谭咏麟,雾之恋,http://p1.music.126.net/4K7pPTLbFObw3C9KZz6czQ==/109951163023786546.jpg,4:24,759 kbps,80,,是,1984-01-28
拒绝再玩,张国荣,Summer Romance ’87,http://p1.music.126.net/aFrBydwvaPtVXrf7G64thA==/109951170522555241.jpg,3:37,946 kbps,95,,是,1987-01-01
啼笑姻缘,陈小春,算你狠,http://p1.music.126.net/lEGbNzEA1qbt1coEHKaxIw==/109951165994375761.jpg,4:31,1447 kbps,95,https://music.163.com/mv?id=14317154,是,2003-08-26
斯德哥尔摩情人,陈奕迅,The Key,http://p1.music.126.net/1itDj9ETx-njdPKTuptrwQ==/19057835044482433.jpg,4:12,949 kbps,100,https://music.163.com/mv?id=271184,是,2013-07-22
日落计数器,莫非定律乐团,日落计数器,http://p1.music.126.net/gOWdKA_RcK7v5rMKvn_uOA==/109951168842596557.jpg,4:51,930 kbps,100,https://music.163.com/mv?id=22620345,是,未知日期
当爱变成习惯,张学友,友情歌岁月精选,http://p1.music.126.net/bnqzSQo8kpZseaFO8ERplw==/111050674406320.jpg,5:02,737 kbps,90,,是,1998-03-01
漫步人生路,邓丽君,邓丽君15周年·30周年(限量版),http://p1.music.126.net/8UP4HHf1DJVCBLSHqHVsag==/109951164973506750.jpg,3:41,880 kbps,100,,是,2013-06-01
星光灿烂,黄凯芹 / 刘小慧 / 张学友 / 关淑怡 / 黎明 / 谭咏麟 / 草蜢 / 童安格 / 周影 / 李克勤 / 蔡国权 / 徐小凤,宝丽金/环球40周年经典101,http://p1.music.126.net/OKwO45RFtIL1KY1Swk1M2A==/109951169072004890.jpg,5:52,999 kbps,95,,是,2010-01-01
On Every Street,Dire Straits,On Every Street,http://p2.music.126.net/VK2B2M3fkq8AcOCBFS8RsQ==/109951169816320226.jpg,5:01,722 kbps,45,,是,1991-01-01
奇洛李维斯回信,薛凯琪,F Best,http://p2.music.126.net/libJzFvG1azonZeO_bjauw==/109951164015976503.jpg,4:05,1601 kbps,100,,是,2007-06-01
无尽空虚,Beyond,光辉岁月十五年,http://p1.music.126.net/JOJvZc_7SqQjKf8TktQ_bw==/29686813951246.jpg,4:32,997 kbps,100,,是,1999-07-01
风吹不走笑容,卢巧音,花言巧语,http://p1.music.126.net/F6stplogWy4w5ngdRgeiEw==/109951170923556780.jpg,3:04,1556 kbps,100,,是,2003-09-27
夜来香(日本語ヴァージョン),邓丽君,星☆伝説,http://p1.music.126.net/7d5hvNbxC4Suoo3WmyekeQ==/82463372095953.jpg,3:31,844 kbps,40,,是,2004-06-23
春风秋雨,叶蒨文,叶倩文国语精选十七首：华纳国语超极品音色系列,http://p1.music.126.net/q3ndXGaeidYDI38n5sTL2Q==/109951169505266580.jpg,3:49,903 kbps,100,,是,2005-05-27
可一可再,陈奕迅 / eason and the duo band,可一可再,http://p2.music.126.net/TJkF7iaAykix7k5xytgpZw==/109951169594725819.jpg,4:47,978 kbps,90,,是,2018-08-24
我想活出这样的人生,知晏,我想活出这样的人生,http://p2.music.126.net/lMIY78EheQjfhURW7CkQ1w==/109951169465448244.jpg,3:02,659 kbps,90,,是,2024-04-04
续集,阿细,续集,http://p1.music.126.net/1uV9IWAbdRS-dJSFy2Niig==/109951168185014636.jpg,4:51,856 kbps,100,,是,未知日期
Trials (Album Mix),Monstercat,Monstercat 027 - Cataclysm,http://p2.music.126.net/sGeHoi0lTtMgRUbIMAacHQ==/109951163640420885.jpg,56:31,1094 kbps,25,,是,2016-06-03
地尽头,关淑怡,Shirley's Era,http://p2.music.126.net/HitOOKV3moYC_PO1pWARrQ==/109951164931743325.jpg,4:17,683 kbps,100,,否,2009-06-15
一念天堂，二人结界,陈慧琳,一念天堂，二人结界,http://p2.music.126.net/Yfyb5CJ1xvPChcFXRRF9rg==/109951169764261307.jpg,4:05,962 kbps,95,https://music.163.com/mv?id=22601196,是,2024-07-10
遥望,Supper Moment,繁花 The Original Music & Soundtrack of Blossoms Shanghai,http://p2.music.126.net/bOYqzytDW7RIrjrjoFsE3Q==/109951169694361594.jpg,4:46,819 kbps,85,,是,2024-06-21
你瞒我瞒,CnsltN,你瞒我瞒,http://p1.music.126.net/ApU34R6sflWMBniN1582TA==/109951167533822836.jpg,3:54,806 kbps,100,,是,2022-06-10
Beggin',Logic,Young Sinatra,http://p1.music.126.net/7QftsrsOZsYxwsNzZzDpjg==/109951169388423526.jpg,3:14,869 kbps,100,,是,2011-09-19
友谊太阳,甄妮,甄赏集 –甄妮经典金曲全纪录,http://p1.music.126.net/vAL1aR0OYoYgPYEQVshmdg==/109951165958594544.jpg,5:13,870 kbps,100,,是,2012-03-05
早班火车,Beyond,继续革命,http://p2.music.126.net/flYEWY_yuf607XQasUlFJA==/109951170699712212.jpg,5:51,1629 kbps,95,https://music.163.com/mv?id=5337643,是,1992-08-01
每段路,吕方,全吕方精选 Greatest Hits,http://p1.music.126.net/BGZQjhwak6jHVcuPm8-oqw==/109951163705591874.jpg,4:03,898 kbps,100,,是,2015-09-11
再见亦是泪,谭咏麟,二十年白金畅销金曲全记录,http://p2.music.126.net/Rt4pGy3rNL-OQ_3w6CSPmA==/109951165566447762.jpg,4:30,846 kbps,100,https://music.163.com/mv?id=5365245,是,2005-07-01
梦醒时分,伍佰 & China Blue,单程车票,http://p1.music.126.net/L570AKxOSH6U4vEIMoHGXQ==/45079976751506.jpg,3:46,911 kbps,100,,是,2011-01-01
只是近黄昏,陈奕迅,Solidays 新曲+精选,http://p1.music.126.net/Qs7rthgurYD-OISrms8hng==/109951166050592954.jpg,4:06,839 kbps,95,,是,2009-01-01
贝多芬与我,陈奕迅,"68'29""",http://p2.music.126.net/IrzCyqOCRRaKtiYjlGzwfg==/109951168143442566.jpg,3:22,816 kbps,90,,是,2000-09-27
空城记 Something Missing,陈奕迅,CHIN UP!,http://p2.music.126.net/Uwl1HXFirYjKJnITAcUykQ==/109951168971887892.jpg,3:09,617 kbps,100,https://music.163.com/mv?id=14687528,是,2023-10-27
阿士匹灵,陈奕迅,The Easy Ride,http://p1.music.126.net/42lgwYQi3buU-QEPd_Cfrw==/109951163426161787.jpg,3:47,970 kbps,90,https://music.163.com/mv?id=14488243,是,2001-11-01
不爱也是一种爱,HotCha,真女人情歌,http://p2.music.126.net/UuR0Kg4FBwHpmZM7R7gCPw==/109951163711610200.jpg,3:14,920 kbps,100,,是,2014-09-02
伤信,陈奕迅,"68'29""",http://p2.music.126.net/IrzCyqOCRRaKtiYjlGzwfg==/109951168143442566.jpg,4:40,796 kbps,95,,是,2000-09-27
i walk this earth all by myself,EKKSTACY,i walk this earth all by myself,http://p2.music.126.net/RR7ka9pLGzh8NLvub8JtnA==/109951168738990165.jpg,2:25,614 kbps,100,,是,2021-03-05
Zelda's Serenity,SlyFish,Pixelated Dreams,http://p1.music.126.net/i3550lT5DdwQDggjwG7_Kw==/109951169766290985.jpg,3:01,447 kbps,90,,是,2024-07-08
Тоска,Molchat Doma,Этажи,http://p2.music.126.net/86LgzqDVYuQyh2CsBccWbA==/109951164595971975.jpg,3:09,804 kbps,95,,是,2018-09-07
卡拉永远OK,谭咏麟,雷霆精选,http://p1.music.126.net/P2-StlmJe-9kUf0H7iIwhQ==/109951166140773247.jpg,3:54,994 kbps,100,,是,2012-01-01
渐渐,陈奕迅 / eason and the duo band,L.O.V.E.,http://p2.music.126.net/n8objKMAfyw-cotbj9CmQw==/109951163676240009.jpg,4:37,884 kbps,100,https://music.163.com/mv?id=5955277,是,2018-06-22
伤感的恋人,黄凯芹,Moody,http://p1.music.126.net/2U2QLx8nChy9nCQTNOJ6tQ==/109951166254416710.jpg,4:11,1412 kbps,100,,是,1987-01-01
最后今晚,陈奕迅,Sound & Sight,http://p2.music.126.net/bRLW5RFIO9_lCsVJT4-L9A==/109951163067349766.jpg,3:50,1629 kbps,95,,是,2006-12-01
Stranger Under My Skin,陈奕迅,Stranger Under My Skin,http://p2.music.126.net/GGYQjJ-zDEivv9l6QgJUFg==/109951163020567917.jpg,4:16,725 kbps,95,https://music.163.com/mv?id=14248927,是,2011-01-01
无言感激,谭咏麟,第一滴泪,http://p1.music.126.net/E0VZ7LR422HMIw93mK83Sw==/109951165437103764.jpg,5:07,1546 kbps,100,https://music.163.com/mv?id=5443466,是,1986-01-01
痛爱,容祖儿,喜欢祖儿 3,http://p1.music.126.net/MBbHbT2HTB_Hlmc3EIRC2A==/109951166656539386.jpg,3:30,875 kbps,100,https://music.163.com/mv?id=97029,是,2005-03-07
心淡 (Live),容祖儿 / 彭羚,Concert YY 黄伟文作品展 演唱会,http://p1.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,4:40,972 kbps,100,,否,2012-10-03
心淡 (Live),容祖儿,1314 容祖儿演唱会,http://p1.music.126.net/JBrpywjuQ7fRoY-yCWIj6g==/5947258395118743.jpg,4:35,894 kbps,85,https://music.163.com/mv?id=14490810,是,2014-07-29
心淡,容祖儿,我的骄傲,http://p2.music.126.net/Mpy1m_7kwIsWmz3362G73g==/109951170708296615.jpg,4:08,898 kbps,100,https://music.163.com/mv?id=14487141,是,2003-03-01
猜情寻,陈奕迅,我的最好时代,http://p2.music.126.net/ZtQenXNwYCEMjh7hJEL47g==/109951163381546710.jpg,4:06,795 kbps,75,https://music.163.com/mv?id=133514,是,2006-02-01
猜情寻,陈奕迅,Live For Today,http://p1.music.126.net/c9G5m3D3GQxqbTt6MqJIgw==/18956679974612526.jpg,4:06,797 kbps,100,https://music.163.com/mv?id=133514,是,2003-07-01
相依为命,陈小春,十年选,http://p2.music.126.net/Yjc9XiSt4pwQpL-6XehWJQ==/109951165687518185.jpg,3:54,1479 kbps,100,,是,2005-08-01
防不胜防 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,4:35,1538 kbps,100,https://music.163.com/mv?id=14264611,是,2006-04-20
防不胜防,陈奕迅,The Line-Up,http://p2.music.126.net/xiUg9AnIRFNxWxGnwtrGPw==/19055636021137409.jpg,4:25,871 kbps,100,,是,2002-07-01
打回原形 (Live),陈奕迅,Get A Life (Live),http://p2.music.126.net/hHm8OI-7jXXH2TlAIpf1LQ==/109951170541171178.jpg,3:30,1520 kbps,100,https://music.163.com/mv?id=14263607,是,2006-04-01
打回原形,陈奕迅,我的最好时代,http://p2.music.126.net/ZtQenXNwYCEMjh7hJEL47g==/109951163381546710.jpg,4:10,906 kbps,100,https://music.163.com/mv?id=14490605,是,2006-02-01
四季,陈奕迅,四季,http://p1.music.126.net/3lng9U9O2GzymvAR3sl87w==/109951166578471297.jpg,4:04,1435 kbps,100,https://music.163.com/mv?id=14220787,是,2016-09-29
那谁 (Live),苏永康,Concert YY 黄伟文作品展 演唱会,http://p2.music.126.net/eVNxevw1W5lyBmdq18tMJw==/109951163639097093.jpg,4:02,951 kbps,100,,是,2012-10-03
思觉失调,刘浩龙,START UP,http://p2.music.126.net/7nefuKaTM7F6WZuyj2miNg==/122045790696304.jpg,3:25,838 kbps,100,,是,2004-01-01
远在咫尺,陈奕迅,The Key,http://p1.music.126.net/1itDj9ETx-njdPKTuptrwQ==/19057835044482433.jpg,4:18,1423 kbps,100,,是,2013-07-22
Katrina,陈奕迅,Sound & Sight,http://p2.music.126.net/bRLW5RFIO9_lCsVJT4-L9A==/109951163067349766.jpg,3:50,778 kbps,100,,是,2006-12-01
Katrina,陈奕迅,Live For Today,http://p1.music.126.net/c9G5m3D3GQxqbTt6MqJIgw==/18956679974612526.jpg,3:50,781 kbps,95,,是,2003-07-01
Katrina,陶喆,黑色柳丁,http://p2.music.126.net/FLIHPqpkfUBimQZB370agQ==/109951169237251638.jpg,4:26,783 kbps,100,,是,2002-06-29
失忆蝴蝶,陈奕迅,The Key,http://p1.music.126.net/1itDj9ETx-njdPKTuptrwQ==/19057835044482433.jpg,3:57,819 kbps,100,,是,2013-07-22
我们万岁,陈奕迅 / eason and the duo band,L.O.V.E.,http://p2.music.126.net/n8objKMAfyw-cotbj9CmQw==/109951163676240009.jpg,3:56,956 kbps,100,https://music.163.com/mv?id=10785699,是,2018-11-19
1874,陈奕迅,The Line-Up,http://p1.music.126.net/xiUg9AnIRFNxWxGnwtrGPw==/19055636021137409.jpg,3:50,865 kbps,100,,是,2002-07-01
1874 (Live),陈慧娴,Back to Priscilla 30周年演唱会,http://p1.music.126.net/sjatGdXQ7RQd-ELnmov6Sg==/6648746813279939.jpg,3:44,1596 kbps,95,https://music.163.com/mv?id=14220365,是,2014-01-01
爱如潮水+习惯失恋(Live),容祖儿 / 张信哲,新城容我信爱一唱倾情音乐会,http://p2.music.126.net/LkY3xvGmUZU3xIxkPOZTEw==/19186477904956167.jpg,6:58,832 kbps,90,https://music.163.com/mv?id=3767,是,2005-06-01
习惯失恋 (Live In Hong Kong / 2015),容祖儿,Joey Yung X Hacken Lee Concert 2015,http://p2.music.126.net/7mAfTwgkh4Hd8P6B9nj4_A==/109951170708307621.jpg,4:00,1533 kbps,100,https://music.163.com/mv?id=14225731,是,2015-12-24
习惯失恋,容祖儿,我的骄傲,http://p2.music.126.net/Mpy1m_7kwIsWmz3362G73g==/109951170708296615.jpg,3:56,812 kbps,100,https://music.163.com/mv?id=14486097,是,2003-03-01
好好恋爱,邓丽欣 / 方力申,Love 05 情歌集,http://p2.music.126.net/04vQp1ZH1Fn3k4FgIa2cow==/854320534803436.jpg,3:21,1592 kbps,100,,是,2005-10-28
谈情说爱,叶蒨文 / 郑秀文,True,http://p1.music.126.net/L8K3vRPel9hhT9dXTQZ29A==/109951168663486943.jpg,4:09,980 kbps,100,,是,1986-11-26
交换温柔,郑秀文,Sammi Ultimate Collection,http://p1.music.126.net/ikxvS5dg_GpBt1Rp20DE9w==/109951163449996065.jpg,3:39,818 kbps,100,https://music.163.com/mv?id=58159,是,2006-09-01
值得,郑秀文,值得,http://p2.music.126.net/TlYgxVu8euAeeiqscTVVrw==/109951169642403058.jpg,4:22,955 kbps,100,https://music.163.com/mv?id=5620484,是,1997-12-30
终身美丽,郑秀文,True Legend 101,http://p1.music.126.net/k1PLfsn7X7Ugs7xUH8GcJA==/109951163736840384.jpg,3:26,1518 kbps,100,,是,2013-02-01
唉声叹气,郑秀文,True Legend 101,http://p2.music.126.net/k1PLfsn7X7Ugs7xUH8GcJA==/109951163736840384.jpg,4:22,961 kbps,100,,是,2013-02-01
眉飞色舞,郑秀文,眉飞色舞,http://p2.music.126.net/HPQEKlZ_CuRT_3KR8mrWEA==/109951167156496043.jpg,3:16,1627 kbps,100,https://music.163.com/mv?id=5620476,是,1995-11-01
高山低谷 (Studio Version),郑秀文,Touch Mi 郑秀文世界巡回演唱会,http://p1.music.126.net/9KetxdS7-Vp_VfsV01juqg==/109951163197378174.jpg,4:08,915 kbps,100,https://music.163.com/mv?id=391011,是,2015-03-31
唉声叹气,郑秀文,Sammi Ultimate Collection,http://p1.music.126.net/ikxvS5dg_GpBt1Rp20DE9w==/109951163449996065.jpg,4:22,961 kbps,100,,是,2006-09-01
我们都是这样长大的 (Live),林晓峰 / 周柏豪,声生不息 第8期,http://p1.music.126.net/K8lNPhrzWFzwv4SESMbhAw==/109951167539896500.jpg,5:21,858 kbps,100,,是,2022-06-12
我们都是这样长大的 (Live),郑秀文,#FOLLOWMi 郑秀文世界巡回演唱会 (Live),http://p2.music.126.net/ap04nWZ1N9xnGvQFMfPSVw==/109951167200645390.jpg,7:50,1620 kbps,65,,否,2019-12-20
我们都是这样长大的,郑秀文,我们都是这样长大的,http://p1.music.126.net/WqItNLeF--dvGq7Tn7A4wA==/109951167200732444.jpg,4:43,851 kbps,100,,否,2019-06-26
假如让我说下去,杨千嬅,Simply Me,http://p1.music.126.net/8w4C39C2OY2fRANvkSXo9Q==/109951163270254519.jpg,3:27,884 kbps,100,https://music.163.com/mv?id=14249132,是,2007-02-01
假如让我说下去(Live),杨千嬅,万紫千红演唱会2002,http://p2.music.126.net/UCiiJZOIxPY0-yBJqAhxOw==/109951163447778335.jpg,4:58,1662 kbps,90,https://music.163.com/mv?id=5365956,是,2002-01-01
